country;latitude;longitude;time;weather_code;temperature_2m_max;temperature_2m_min;apparent_temperature_max;apparent_temperature_min;sunrise;sunset;daylight_duration;sunshine_duration;uv_index_max;uv_index_clear_sky_max;precipitation_hours;wind_speed_10m_max;wind_gusts_10m_max;precipitation_sum;rain_sum;showers_sum;snowfall_sum
Côte d'Ivoire;7.5;-5.5;2025-02-04;2;38.2;22.6;36.3;20.7;2025-02-04T09:41:00+03:00;2025-02-04T21:30:00+03:00;42576.9;40177.68;7.2;7.2;0.0;15.3;28.1;0.0;0.0;0.0;0.0
Cook Islands;-21.25;-159.75;2025-02-02;80;25.3;24.6;30.5;28.3;2025-02-02T09:22:00+03:00;2025-02-02T22:22:00+03:00;46835.33;36432.21;9.45;9.45;24.0;10.1;15.1;4.2;0.0;4.2;0.0
Chile;-35.62;-71.5;2025-02-03;3;30.4;13.2;28.8;12.3;2025-02-03T10:06:00+03:00;2025-02-03T23:52:00+03:00;49544.16;46412.53;8.6;8.6;0.0;22.7;44.6;0.0;0.0;0.0;0.0
Cameroon;7.38;12.38;2025-01-31;3;29.2;15.3;27.5;12.4;2025-01-31T09:29:00+03:00;2025-01-31T21:18:00+03:00;42516.48;39427.44;7.3;8.0;0.0;14.0;35.3;0.0;0.0;0.0;0.0
Cameroon;7.38;12.38;2025-02-01;3;30.9;15.1;28.8;11.9;2025-02-01T09:29:00+03:00;2025-02-01T21:18:00+03:00;42535.26;39599.22;8.1;8.1;0.0;14.6;34.6;0.0;0.0;0.0;0.0
Cameroon;7.38;12.38;2025-02-04;1;31.7;17.0;29.3;13.7;2025-02-04T09:29:00+03:00;2025-02-04T21:19:00+03:00;42593.54;39623.04;7.7;7.7;0.0;17.3;40.3;0.0;0.0;0.0;0.0
China;35.88;104.25;2025-01-29;3;4.5;-10.3;0.3;-14.6;2025-01-29T11:05:00+03:00;2025-01-29T21:26:00+03:00;37253.25;34030.75;3.4;3.4;0.0;7.9;14.8;0.0;0.0;0.0;0.0
Colombia;4.75;-74.38;2025-02-01;80;17.2;10.2;17.9;8.2;2025-02-01T09:13:00+03:00;2025-02-01T21:08:00+03:00;42925.2;38666.4;8.5;9.35;1.0;11.2;28.1;0.2;0.0;0.2;0.0
Colombia;4.75;-74.38;2025-02-03;80;16.6;11.1;17.0;10.8;2025-02-03T09:13:00+03:00;2025-02-03T21:09:00+03:00;42949.59;39353.96;9.0;9.0;3.0;10.5;26.6;0.3;0.0;0.3;0.0
Costa Rica;9.75;-83.88;2025-01-29;3;20.9;14.4;20.2;13.9;2025-01-29T08:57:00+03:00;2025-01-29T20:39:00+03:00;42114.93;34854.91;8.55;8.55;0.0;20.2;51.8;0.0;0.0;0.0;0.0
Costa Rica;9.75;-83.88;2025-01-31;3;21.9;16.1;22.3;16.4;2025-01-31T08:57:00+03:00;2025-01-31T20:40:00+03:00;42164.02;38465.73;8.35;8.65;0.0;17.9;45.7;0.0;0.0;0.0;0.0
Cape Verde;16.0;-24.0;2025-01-28;2;23.2;21.4;22.1;18.7;2025-01-28T10:06:00+03:00;2025-01-28T21:31:00+03:00;41065.18;36117.27;7.35;7.35;0.0;39.3;53.6;0.0;0.0;0.0;0.0
Cape Verde;16.0;-24.0;2025-01-29;1;23.5;22.4;22.7;19.5;2025-01-29T10:06:00+03:00;2025-01-29T21:31:00+03:00;41105.12;37638.59;7.4;7.4;0.0;42.2;57.6;0.0;0.0;0.0;0.0
Cape Verde;16.0;-24.0;2025-01-30;2;23.0;21.7;21.1;19.1;2025-01-30T10:06:00+03:00;2025-01-30T21:32:00+03:00;41145.98;36581.09;7.3;7.35;0.0;42.6;58.0;0.0;0.0;0.0;0.0
Cyprus;35.12;33.44;2025-02-04;45;18.4;5.6;17.2;3.0;2025-02-04T09:42:00+03:00;2025-02-04T20:17:00+03:00;38098.02;35112.28;3.8;4.05;0.0;12.7;27.0;0.0;0.0;0.0;0.0
Germany;51.16;10.46;2025-01-31;61;4.1;-0.8;-0.1;-4.1;2025-01-31T10:56:00+03:00;2025-01-31T20:06:00+03:00;33026.98;26524.64;1.45;1.85;3.0;13.2;28.1;1.4;1.4;0.0;0.0
Germany;51.16;10.46;2025-02-01;3;3.3;-2.4;0.7;-5.6;2025-02-01T10:54:00+03:00;2025-02-01T20:08:00+03:00;33225.43;28512.29;1.9;1.9;0.0;5.4;11.5;0.0;0.0;0.0;0.0
Denmark;56.26;9.5;2025-02-04;3;5.7;2.0;1.6;-1.3;2025-02-04T11:11:00+03:00;2025-02-04T20:00:00+03:00;31751.29;24557.24;1.25;1.25;0.0;16.8;31.0;0.0;0.0;0.0;0.0
Dominican Republic;18.62;-70.25;2025-02-02;2;24.6;17.9;24.7;19.7;2025-02-02T10:14:00+03:00;2025-02-02T21:35:00+03:00;40871.28;36423.91;7.05;7.1;3.0;14.5;41.8;0.3;0.0;0.3;0.0
Dominican Republic;18.62;-70.25;2025-02-03;80;23.2;18.0;24.5;19.8;2025-02-03T10:13:00+03:00;2025-02-03T21:35:00+03:00;40923.22;34899.78;6.9;6.9;9.0;9.0;39.2;2.7;0.0;2.7;0.0
Estonia;58.6;25.02;2025-01-29;61;6.3;3.7;2.5;0.5;2025-01-29T11:32:00+03:00;2025-01-29T19:33:00+03:00;28884.78;0.0;0.7;0.9;12.0;24.1;43.2;5.9;5.9;0.0;0.0
Estonia;58.6;25.02;2025-02-02;71;1.0;-2.6;-3.5;-6.4;2025-02-02T11:23:00+03:00;2025-02-02T19:43:00+03:00;29987.52;0.0;0.4;1.0;3.0;14.5;30.2;0.6;0.1;0.0;0.35
Egypt;26.8;30.8;2025-02-02;3;22.8;10.1;21.4;9.0;2025-02-02T09:41:00+03:00;2025-02-02T20:39:00+03:00;39490.75;36079.81;4.75;5.0;0.0;19.1;27.0;0.0;0.0;0.0;0.0
Western Sahara;24.2;-12.9;2025-01-29;0;30.8;15.1;27.6;13.2;2025-01-29T11:34:00+03:00;2025-01-29T22:35:00+03:00;39680.61;36000.0;5.45;5.45;0.0;24.1;35.3;0.0;0.0;0.0;0.0
Western Sahara;24.2;-12.9;2025-01-30;0;27.9;16.0;22.6;12.8;2025-01-30T11:33:00+03:00;2025-01-30T22:36:00+03:00;39745.2;36000.0;5.4;5.4;0.0;36.4;54.4;0.0;0.0;0.0;0.0
Western Sahara;24.2;-12.9;2025-01-31;0;23.7;12.9;18.7;8.0;2025-01-31T11:33:00+03:00;2025-01-31T22:36:00+03:00;39811.15;36000.0;5.45;5.45;0.0;34.2;48.6;0.0;0.0;0.0;0.0
Eritrea;15.12;39.75;2025-01-29;80;30.3;25.5;33.1;29.8;2025-01-29T09:50:00+03:00;2025-01-29T21:17:00+03:00;41242.52;33293.36;6.25;7.25;4.0;14.3;21.6;0.7;0.0;0.7;0.0
Eritrea;15.12;39.75;2025-02-03;2;31.3;25.0;33.5;29.6;2025-02-03T09:49:00+03:00;2025-02-03T21:20:00+03:00;41441.81;38890.96;6.8;6.8;0.0;17.1;26.6;0.0;0.0;0.0;0.0
Ethiopia;9.12;40.5;2025-02-02;2;27.0;14.0;25.4;12.0;2025-02-02T09:39:00+03:00;2025-02-02T21:24:00+03:00;42297.13;39780.72;8.35;8.35;0.0;22.7;41.0;0.0;0.0;0.0;0.0
Ethiopia;9.12;40.5;2025-02-04;3;26.8;13.0;25.2;11.5;2025-02-04T09:38:00+03:00;2025-02-04T21:24:00+03:00;42345.99;39820.71;7.9;7.9;0.0;17.4;33.5;0.0;0.0;0.0;0.0
Finland;61.92;25.76;2025-01-30;53;3.5;-0.3;-1.0;-5.4;2025-01-30T11:46:00+03:00;2025-01-30T19:13:00+03:00;26844.52;0.0;0.45;0.7;11.0;21.6;48.2;1.6;1.6;0.0;0.0
Fiji;-16.62;179.38;2025-02-01;80;27.3;21.3;32.8;25.0;2025-02-01T08:51:00+03:00;2025-02-01T21:40:00+03:00;46169.27;38121.11;9.15;9.9;8.0;10.0;36.0;4.8;0.0;4.8;0.0
Micronesia;7.38;150.5;2025-01-30;3;29.0;27.6;30.7;28.5;2025-01-30T09:17:00+03:00;2025-01-30T21:05:00+03:00;42491.27;38835.0;8.5;8.5;4.0;37.9;50.8;0.5;0.0;0.5;0.0
Faroe Islands;61.88;-6.89;2025-01-29;51;1.8;-1.2;-2.3;-9.1;2025-01-29T11:59:00+03:00;2025-01-29T19:22:00+03:00;26577.82;0.0;0.5;0.65;1.0;38.5;53.3;0.2;0.2;0.0;0.0
Faroe Islands;61.88;-6.89;2025-01-31;51;3.8;0.8;0.0;-5.5;2025-01-31T11:53:00+03:00;2025-01-31T19:27:00+03:00;27232.21;18683.57;0.75;0.75;7.0;33.1;58.7;1.1;1.1;0.0;0.0
Gabon;-0.75;11.62;2025-01-30;95;29.5;21.6;34.3;25.4;2025-01-30T09:22:00+03:00;2025-01-30T21:31:00+03:00;43733.31;34246.0;9.05;9.2;8.0;9.0;21.6;3.4;0.0;3.4;0.0
Gabon;-0.75;11.62;2025-02-01;3;30.1;21.7;35.2;25.2;2025-02-01T09:22:00+03:00;2025-02-01T21:31:00+03:00;43728.14;39403.56;8.5;9.2;3.0;6.5;19.1;0.3;0.0;0.3;0.0
United Kingdom;55.37;-3.46;2025-01-31;55;5.3;-0.9;2.1;-4.0;2025-01-31T11:07:00+03:00;2025-01-31T19:47:00+03:00;31196.53;25200.0;1.45;1.45;6.0;20.4;34.9;4.1;4.1;0.0;0.0
United Kingdom;55.37;-3.46;2025-02-01;3;2.5;0.1;-3.4;-5.4;2025-02-01T11:05:00+03:00;2025-02-01T19:49:00+03:00;31434.7;3741.0;0.7;1.45;0.0;33.9;59.0;0.0;0.0;0.0;0.0
United Kingdom;55.37;-3.46;2025-02-02;51;2.9;-0.2;-0.4;-4.9;2025-02-02T11:03:00+03:00;2025-02-02T19:51:00+03:00;31676.11;0.0;1.25;1.45;3.0;31.4;69.1;0.3;0.3;0.0;0.0
Grenada;12.12;-61.62;2025-01-30;3;29.5;25.8;32.2;27.8;2025-01-30T09:31:00+03:00;2025-01-30T21:07:00+03:00;41767.78;38785.23;7.9;7.9;2.0;23.1;61.2;0.2;0.0;0.4;0.0
Georgia;42.31;43.31;2025-02-02;3;11.3;1.3;7.7;-1.4;2025-02-02T11:18:00+03:00;2025-02-02T21:21:00+03:00;36169.32;28878.93;3.05;3.3;0.0;12.1;19.4;0.0;0.0;0.0;0.0
Georgia;42.31;43.31;2025-02-04;3;11.0;6.3;5.6;1.2;2025-02-04T11:16:00+03:00;2025-02-04T21:24:00+03:00;36460.61;28446.38;2.3;3.05;0.0;26.2;47.2;0.0;0.0;0.0;0.0
French Guiana;3.75;-53.0;2025-01-30;95;27.4;22.4;32.0;26.7;2025-01-30T09:46:00+03:00;2025-01-30T21:44:00+03:00;43052.27;20444.87;8.6;8.6;14.0;11.8;31.7;9.0;0.0;9.0;0.0
Guernsey;49.47;-2.59;2025-01-29;63;9.9;7.7;5.6;-1.5;2025-01-29T10:45:00+03:00;2025-01-29T20:01:00+03:00;33308.58;0.0;0.55;1.85;17.0;57.4;85.0;33.2;31.9;0.0;0.0
Guernsey;49.47;-2.59;2025-01-31;61;11.3;8.9;6.7;3.3;2025-01-31T10:43:00+03:00;2025-01-31T20:04:00+03:00;33669.9;0.0;2.1;2.1;13.0;40.1;51.8;7.9;7.9;0.0;0.0
Guernsey;49.47;-2.59;2025-02-02;61;9.0;4.0;4.9;-0.9;2025-02-02T10:40:00+03:00;2025-02-02T20:07:00+03:00;34043.54;29837.35;2.2;2.2;5.0;35.5;47.5;0.8;0.6;0.0;0.0
Ghana;8.0;-1.0;2025-02-02;3;36.0;21.6;36.0;22.2;2025-02-02T09:23:00+03:00;2025-02-02T21:11:00+03:00;42464.31;40184.79;7.1;7.3;0.0;10.6;23.0;0.0;0.0;0.0;0.0
Ghana;8.0;-1.0;2025-02-04;2;37.5;21.8;37.0;23.7;2025-02-04T09:23:00+03:00;2025-02-04T21:12:00+03:00;42506.98;40207.58;6.85;6.85;0.0;16.1;28.4;0.0;0.0;0.0;0.0
Gibraltar;36.19;-5.38;2025-02-02;3;15.7;8.3;13.9;7.0;2025-02-02T11:21:00+03:00;2025-02-02T21:48:00+03:00;37651.38;31620.48;3.85;4.0;0.0;18.5;38.5;0.0;0.0;0.0;0.0
Greenland;71.75;-42.62;2025-01-31;71;-25.5;-32.7;-38.8;-44.1;2025-01-31T14:15:00+03:00;2025-01-31T17:52:00+03:00;12937.68;0.0;0.05;0.05;14.0;74.3;103.3;2.2;0.0;0.0;1.54
Greenland;71.75;-42.62;2025-02-03;71;-26.8;-31.1;-35.5;-42.0;2025-02-03T13:52:00+03:00;2025-02-03T18:15:00+03:00;15721.2;0.0;0.05;0.05;15.0;56.7;83.9;1.8;0.0;0.0;1.26
Gambia;13.5;-15.25;2025-01-29;3;36.0;19.1;33.5;16.7;2025-01-29T10:28:00+03:00;2025-01-29T22:00:00+03:00;41511.41;37822.91;6.7;7.05;0.0;16.0;36.0;0.0;0.0;0.0;0.0
Gambia;13.5;-15.25;2025-01-30;2;36.1;17.3;33.8;15.4;2025-01-30T10:28:00+03:00;2025-01-30T22:00:00+03:00;41545.46;37954.04;7.05;7.05;0.0;15.5;35.3;0.0;0.0;0.0;0.0
Gambia;13.5;-15.25;2025-02-01;0;32.1;16.9;29.4;14.0;2025-02-01T10:27:00+03:00;2025-02-01T22:01:00+03:00;41615.66;38920.52;7.15;7.15;0.0;16.9;40.0;0.0;0.0;0.0;0.0
Gambia;13.5;-15.25;2025-02-02;0;30.7;14.5;28.5;11.6;2025-02-02T10:27:00+03:00;2025-02-02T22:01:00+03:00;41651.73;39011.46;7.2;7.2;0.0;17.1;38.5;0.0;0.0;0.0;0.0
Gambia;13.5;-15.25;2025-02-04;3;31.7;13.8;29.1;11.3;2025-02-04T10:27:00+03:00;2025-02-04T22:02:00+03:00;41725.59;38842.89;6.85;6.95;0.0;14.3;32.8;0.0;0.0;0.0;0.0
Guadeloupe;17.0;-62.12;2025-01-29;80;27.2;26.2;31.1;28.3;2025-01-29T09:40:00+03:00;2025-01-29T21:02:00+03:00;40944.77;38294.02;7.35;7.35;4.0;25.4;33.8;0.6;0.0;0.6;0.0
Guadeloupe;17.0;-62.12;2025-01-30;80;27.1;25.8;29.2;26.4;2025-01-30T09:40:00+03:00;2025-01-30T21:03:00+03:00;40988.5;38342.08;7.35;7.35;11.0;31.6;41.8;1.8;0.0;1.8;0.0
Guadeloupe;17.0;-62.12;2025-02-01;2;26.5;25.8;27.0;25.6;2025-02-01T09:39:00+03:00;2025-02-01T21:04:00+03:00;41078.66;38465.36;7.4;7.4;9.0;37.5;50.4;0.9;0.0;0.9;0.0
Equatorial Guinea;1.5;10.38;2025-01-30;80;25.0;17.0;28.6;19.0;2025-01-30T09:30:00+03:00;2025-01-30T21:33:00+03:00;43392.06;39600.0;9.05;9.1;3.0;6.4;23.0;0.9;0.0;0.9;0.0
Equatorial Guinea;1.5;10.38;2025-02-01;80;26.0;17.6;29.2;19.7;2025-02-01T09:30:00+03:00;2025-02-01T21:33:00+03:00;43398.56;36011.4;7.25;9.1;3.0;8.0;27.0;0.6;0.0;0.6;0.0
Equatorial Guinea;1.5;10.38;2025-02-02;45;26.3;17.3;30.2;19.4;2025-02-02T09:30:00+03:00;2025-02-02T21:33:00+03:00;43401.92;39982.94;6.15;9.1;3.0;9.4;22.7;0.3;0.0;0.3;0.0
Greece;39.0;21.75;2025-02-02;3;11.0;5.3;8.8;3.0;2025-02-02T10:38:00+03:00;2025-02-02T20:55:00+03:00;37006.85;19975.91;2.65;3.7;0.0;8.9;22.3;0.0;0.0;0.0;0.0
South Georgia and the South Sandwich Islands;-54.38;-36.62;2025-01-28;71;-4.3;-9.2;-10.1;-15.3;2025-01-28T07:44:00+03:00;2025-01-28T23:34:00+03:00;56994.21;42865.16;8.05;8.05;8.0;29.2;115.6;3.2;2.2;0.0;0.7
South Georgia and the South Sandwich Islands;-54.38;-36.62;2025-02-03;71;-5.5;-7.5;-10.6;-12.7;2025-02-03T07:57:00+03:00;2025-02-03T23:23:00+03:00;55586.07;637.86;6.75;7.6;11.0;20.6;93.6;4.9;4.9;0.0;0.0
Guatemala;15.88;-90.12;2025-01-29;45;27.7;19.6;30.8;22.8;2025-01-29T09:30:00+03:00;2025-01-29T20:56:00+03:00;41134.09;38048.34;6.95;7.35;0.0;12.4;30.2;0.0;0.0;0.0;0.0
Guatemala;15.88;-90.12;2025-02-01;80;23.7;20.7;28.0;24.3;2025-02-01T09:30:00+03:00;2025-02-01T20:57:00+03:00;41258.65;15175.68;7.3;7.45;17.0;5.2;18.0;4.4;0.0;4.4;0.0
Guinea-Bissau;11.75;-15.12;2025-01-29;45;35.2;19.7;35.3;23.0;2025-01-29T10:25:00+03:00;2025-01-29T22:01:00+03:00;41792.12;34925.41;7.55;7.75;0.0;11.8;25.9;0.0;0.0;0.0;0.0
Guinea-Bissau;11.75;-15.12;2025-02-01;2;33.6;19.8;30.8;16.8;2025-02-01T10:25:00+03:00;2025-02-01T22:03:00+03:00;41882.14;37714.46;7.85;7.85;0.0;20.0;45.0;0.0;0.0;0.0;0.0
Guyana;4.88;-58.88;2025-01-29;95;27.7;22.5;31.8;26.9;2025-01-29T09:11:00+03:00;2025-01-29T21:05:00+03:00;42870.54;33622.84;7.25;8.45;21.0;8.7;31.0;8.6;0.0;8.6;0.0
Guyana;4.88;-58.88;2025-01-31;80;27.5;22.3;30.9;25.8;2025-01-31T09:11:00+03:00;2025-01-31T21:06:00+03:00;42894.21;36882.05;8.45;8.6;16.0;12.3;38.2;3.2;0.0;3.2;0.0
Guyana;4.88;-58.88;2025-02-01;3;29.3;22.0;32.1;25.3;2025-02-01T09:11:00+03:00;2025-02-01T21:06:00+03:00;42906.41;40042.89;8.4;8.65;12.0;14.4;37.1;1.5;0.0;1.5;0.0
Gaza Strip;31.38;34.31;2025-01-30;0;23.1;8.1;21.5;5.8;2025-01-30T09:36:00+03:00;2025-01-30T20:15:00+03:00;38363.32;35340.82;4.55;4.55;0.0;13.6;24.5;0.0;0.0;0.0;0.0
Hong Kong;22.5;114.12;2025-02-02;2;22.0;14.5;23.1;15.3;2025-02-02T10:02:00+03:00;2025-02-02T21:12:00+03:00;40214.4;34272.04;5.2;6.45;0.0;6.5;26.3;0.0;0.0;0.0;0.0
Hong Kong;22.5;114.12;2025-02-04;3;15.7;7.0;14.0;3.3;2025-02-04T10:01:00+03:00;2025-02-04T21:13:00+03:00;40342.61;37595.63;6.3;6.3;0.0;14.5;54.0;0.0;0.0;0.0;0.0
Heard Island and McDonald Islands;-53.12;73.5;2025-01-30;85;-8.1;-10.9;-16.1;-18.6;2025-01-30T07:32:00+03:00;2025-01-30T23:05:00+03:00;55970.61;27806.31;3.8;7.1;10.0;46.1;129.6;13.0;11.4;0.0;1.05
Heard Island and McDonald Islands;-53.12;73.5;2025-02-02;73;-9.8;-10.9;-15.4;-19.7;2025-02-02T07:38:00+03:00;2025-02-02T23:00:00+03:00;55302.39;0.0;1.25;7.0;12.0;43.7;66.2;15.3;0.0;0.0;10.71
Heard Island and McDonald Islands;-53.12;73.5;2025-02-03;85;-10.1;-11.8;-16.9;-21.1;2025-02-03T07:40:00+03:00;2025-02-03T22:58:00+03:00;55073.69;50626.14;5.9;6.8;0.0;42.4;108.7;0.0;0.0;0.0;0.0
Honduras;15.25;-86.25;2025-01-30;3;27.0;18.3;27.2;20.4;2025-01-30T09:14:00+03:00;2025-01-30T20:42:00+03:00;41275.38;36083.48;6.55;7.6;0.0;15.8;45.0;0.0;0.0;0.0;0.0
Honduras;15.25;-86.25;2025-02-01;45;26.3;15.7;26.5;17.2;2025-02-01T09:13:00+03:00;2025-02-01T20:43:00+03:00;41355.7;33666.52;7.7;7.7;0.0;11.2;31.7;0.0;0.0;0.0;0.0
Croatia;45.1;15.2;2025-01-29;80;6.9;2.6;3.5;-1.5;2025-01-29T10:22:00+03:00;2025-01-29T20:02:00+03:00;34799.75;20061.14;2.25;2.45;1.0;22.6;61.6;0.4;0.4;0.0;0.0
Croatia;45.1;15.2;2025-02-02;77;0.3;-2.6;-3.0;-7.1;2025-02-02T10:17:00+03:00;2025-02-02T20:08:00+03:00;35418.77;0.0;1.3;2.65;24.0;13.3;65.5;6.5;0.0;0.0;4.55
Croatia;45.1;15.2;2025-02-03;71;-0.2;-5.0;-4.0;-10.0;2025-02-03T10:16:00+03:00;2025-02-03T20:09:00+03:00;35579.78;18390.84;2.5;2.55;11.0;17.3;89.6;4.5;0.0;0.0;3.15
Haiti;18.88;-72.12;2025-01-28;45;31.8;19.1;35.6;22.1;2025-01-28T09:23:00+03:00;2025-01-28T20:39:00+03:00;40583.89;36071.48;7.0;7.0;3.0;7.0;14.4;0.5;0.0;0.5;0.0
Haiti;18.88;-72.12;2025-01-29;45;31.4;19.3;33.6;22.1;2025-01-29T09:23:00+03:00;2025-01-29T20:40:00+03:00;40631.88;36047.66;7.0;7.0;0.0;19.1;34.6;0.0;0.0;0.0;0.0
Haiti;18.88;-72.12;2025-01-31;2;32.4;20.4;34.8;23.0;2025-01-31T09:22:00+03:00;2025-01-31T20:41:00+03:00;40731.05;36066.34;7.1;7.1;0.0;12.3;26.3;0.0;0.0;0.0;0.0
Hungary;47.16;19.51;2025-01-30;45;10.7;0.1;9.1;-2.9;2025-01-30T10:09:00+03:00;2025-01-30T19:40:00+03:00;34291.34;24472.76;2.0;2.1;0.0;9.4;13.3;0.0;0.0;0.0;0.0
Hungary;47.16;19.51;2025-02-03;0;5.1;-2.7;1.0;-7.0;2025-02-03T10:04:00+03:00;2025-02-03T19:47:00+03:00;34972.68;21521.2;2.0;2.1;0.0;12.0;22.3;0.0;0.0;0.0;0.0
Indonesia;-0.88;114.0;2025-02-01;45;33.1;23.9;39.5;29.2;2025-02-01T08:32:00+03:00;2025-02-01T20:42:00+03:00;43747.21;40870.38;2.8;9.1;3.0;7.2;19.4;0.3;0.0;0.3;0.0
Ireland;53.41;-8.23;2025-01-29;2;7.7;-0.7;2.8;-4.0;2025-01-29T11:22:00+03:00;2025-01-29T20:10:00+03:00;31679.69;26552.45;1.55;1.55;0.0;21.6;37.1;0.0;0.0;0.0;0.0
Israel;31.06;34.88;2025-01-29;3;20.1;11.8;17.1;8.3;2025-01-29T09:34:00+03:00;2025-01-29T20:13:00+03:00;38340.2;35286.19;4.65;4.65;0.0;16.2;26.3;0.0;0.0;0.0;0.0
Israel;31.06;34.88;2025-01-31;2;17.1;9.1;14.2;7.3;2025-01-31T09:32:00+03:00;2025-01-31T20:14:00+03:00;38516.67;35399.34;4.35;4.75;0.0;22.1;35.6;0.0;0.0;0.0;0.0
Isle of Man;54.24;-4.55;2025-01-29;51;4.9;3.1;0.0;-3.4;2025-01-29T11:10:00+03:00;2025-01-29T19:52:00+03:00;31291.58;14790.18;1.45;1.45;1.0;31.0;62.3;0.1;0.1;0.0;0.0
Isle of Man;54.24;-4.55;2025-01-31;63;7.3;0.2;3.0;-2.7;2025-01-31T11:07:00+03:00;2025-01-31T19:56:00+03:00;31733.53;22607.02;0.95;1.5;6.0;28.1;58.3;7.8;7.8;0.0;0.0
India;20.62;79.0;2025-01-30;2;32.1;20.3;34.9;22.8;2025-01-30T09:50:00+03:00;2025-01-30T21:03:00+03:00;40362.21;36377.26;6.5;6.5;0.0;11.2;22.3;0.0;0.0;0.0;0.0
India;20.62;79.0;2025-02-01;2;33.2;21.5;34.6;23.1;2025-02-01T09:50:00+03:00;2025-02-01T21:04:00+03:00;40472.85;37447.98;6.6;6.6;0.0;11.2;22.7;0.0;0.0;0.0;0.0
Iraq;33.25;43.69;2025-02-02;0;19.0;8.2;14.2;4.2;2025-02-02T10:00:00+03:00;2025-02-02T20:37:00+03:00;38261.71;35188.34;4.2;4.2;0.0;17.6;27.4;0.0;0.0;0.0;0.0
Iran;32.44;53.69;2025-02-01;1;10.3;0.3;6.6;-3.2;2025-02-01T09:49:00+03:00;2025-02-01T20:28:00+03:00;38325.89;35275.82;4.45;4.45;0.0;11.2;18.7;0.0;0.0;0.0;0.0
Italy;41.88;12.56;2025-01-30;45;15.1;3.8;13.3;1.8;2025-01-30T10:23:00+03:00;2025-01-30T20:22:00+03:00;35886.88;25690.65;2.8;3.1;0.0;8.1;19.4;0.0;0.0;0.0;0.0
Italy;41.88;12.56;2025-02-01;45;15.1;8.3;14.2;7.2;2025-02-01T10:21:00+03:00;2025-02-01T20:24:00+03:00;36160.84;15813.24;2.5;3.25;3.0;4.0;20.5;0.6;0.0;0.6;0.0
Jersey;49.21;-2.13;2025-02-04;61;9.5;7.0;5.3;2.0;2025-02-04T10:34:00+03:00;2025-02-04T20:09:00+03:00;34513.07;4740.83;1.45;1.95;6.0;30.8;48.6;1.8;1.8;0.0;0.0
Jamaica;18.0;-77.25;2025-01-29;2;30.3;21.1;32.6;22.3;2025-01-29T09:42:00+03:00;2025-01-29T21:01:00+03:00;40779.55;38112.14;7.15;7.15;0.0;17.4;36.4;0.0;0.0;0.0;0.0
Jamaica;18.0;-77.25;2025-01-30;2;29.7;22.4;31.5;24.9;2025-01-30T09:42:00+03:00;2025-01-30T21:02:00+03:00;40826.14;38163.15;5.9;7.15;0.0;18.6;39.6;0.0;0.0;0.0;0.0
Japan;36.2;138.25;2025-01-29;73;-1.9;-5.3;-6.8;-10.8;2025-01-29T09:50:00+03:00;2025-01-29T20:09:00+03:00;37172.2;25400.79;3.65;4.0;8.0;15.4;77.8;1.7;0.0;0.0;1.19
Japan;36.2;138.25;2025-02-04;85;1.3;-5.9;-2.5;-11.3;2025-02-04T09:45:00+03:00;2025-02-04T20:16:00+03:00;37841.23;28943.08;3.25;3.75;13.0;16.5;50.0;4.6;0.0;0.0;0.28
Kenya;0.0;37.88;2025-01-31;3;30.5;19.9;32.2;21.2;2025-01-31T09:38:00+03:00;2025-01-31T21:45:00+03:00;43618.91;40354.14;9.2;9.2;0.0;18.0;34.2;0.0;0.0;0.0;0.0
Kenya;0.0;37.88;2025-02-02;3;31.1;18.3;32.0;17.6;2025-02-02T09:38:00+03:00;2025-02-02T21:45:00+03:00;43617.62;39983.33;8.6;9.3;0.0;17.6;32.0;0.0;0.0;0.0;0.0
Kenya;0.0;37.88;2025-02-03;3;31.2;17.4;32.1;16.5;2025-02-03T09:38:00+03:00;2025-02-03T21:45:00+03:00;43616.98;41117.98;8.25;8.8;0.0;20.6;37.8;0.0;0.0;0.0;0.0
Kenya;0.0;37.88;2025-02-04;3;30.6;16.9;31.1;16.0;2025-02-04T09:38:00+03:00;2025-02-04T21:45:00+03:00;43616.34;41120.8;8.8;8.8;0.0;18.1;34.9;0.0;0.0;0.0;0.0
Kyrgyzstan;41.38;74.62;2025-02-02;2;-8.5;-14.2;-12.9;-18.7;2025-02-02T11:11:00+03:00;2025-02-02T21:18:00+03:00;36400.73;33527.06;4.45;4.45;0.0;7.7;15.5;0.0;0.0;0.0;0.0
Kyrgyzstan;41.38;74.62;2025-02-03;0;-6.9;-14.0;-11.4;-18.3;2025-02-03T11:10:00+03:00;2025-02-03T21:19:00+03:00;36540.21;33467.73;4.25;4.25;0.0;6.7;14.0;0.0;0.0;0.0;0.0
Cambodia;12.62;105.0;2025-01-29;3;31.0;18.7;31.9;18.8;2025-01-29T09:26:00+03:00;2025-01-29T21:00:00+03:00;41643.1;36144.16;7.5;7.8;0.0;14.3;31.3;0.0;0.0;0.0;0.0
Cambodia;12.62;105.0;2025-01-30;3;31.7;19.1;32.7;19.8;2025-01-30T09:25:00+03:00;2025-01-30T21:00:00+03:00;41674.6;38340.92;7.6;7.85;0.0;16.5;36.0;0.0;0.0;0.0;0.0
