country;latitude;longitude;time;weather_code;temperature_2m_max;temperature_2m_min;apparent_temperature_max;apparent_temperature_min;sunrise;sunset;daylight_duration;sunshine_duration;uv_index_max;uv_index_clear_sky_max;precipitation_hours;wind_speed_10m_max;wind_gusts_10m_max;precipitation_sum;rain_sum;showers_sum;snowfall_sum
Kiribati;-3.38;-168.75;2025-01-28;2;27.1;26.5;29.9;27.3;2025-01-28T09:20:00+03:00;2025-01-28T21:35:00+03:00;44146.53;40132.91;9.4;9.4;4.0;31.3;41.8;0.4;0.0;0.3;0.0
Kiribati;-3.38;-168.75;2025-01-29;2;27.4;26.5;29.2;27.0;2025-01-29T09:20:00+03:00;2025-01-29T21:35:00+03:00;44137.49;39935.32;9.45;9.45;0.0;31.1;41.4;0.0;0.0;0.0;0.0
Kiribati;-3.38;-168.75;2025-01-30;2;27.2;26.5;29.2;27.7;2025-01-30T09:20:00+03:00;2025-01-30T21:36:00+03:00;44128.25;39934.1;9.5;9.5;9.0;32.8;43.6;0.9;0.0;0.9;0.0
Kiribati;-3.38;-168.75;2025-02-01;2;27.1;26.2;30.5;27.7;2025-02-01T09:21:00+03:00;2025-02-01T21:36:00+03:00;44109.26;40711.62;9.35;9.5;10.0;28.5;38.2;1.3;0.0;1.3;0.0
Kiribati;-3.38;-168.75;2025-02-03;2;27.4;26.6;30.6;28.1;2025-02-03T09:21:00+03:00;2025-02-03T21:36:00+03:00;44089.68;40960.91;9.05;9.0;7.0;28.7;38.2;0.7;0.0;0.7;0.0
Comoros;-11.88;43.88;2025-01-31;95;28.3;27.5;33.0;29.8;2025-01-31T08:59:00+03:00;2025-01-31T21:36:00+03:00;45429.55;41042.95;9.75;9.75;21.0;30.1;39.6;14.9;0.0;14.9;0.0
Comoros;-11.88;43.88;2025-02-02;95;27.9;27.3;32.0;29.7;2025-02-02T09:00:00+03:00;2025-02-02T21:36:00+03:00;45364.48;0.0;9.1;9.7;24.0;31.1;41.0;34.4;0.0;34.7;0.0
Comoros;-11.88;43.88;2025-02-03;95;28.0;27.6;31.6;29.3;2025-02-03T09:00:00+03:00;2025-02-03T21:36:00+03:00;45331.14;3098.9;1.5;9.15;21.0;33.9;45.7;13.2;0.0;13.2;0.0
Saint Kitts and Nevis;17.38;-62.75;2025-01-29;2;24.3;21.7;27.0;23.4;2025-01-29T09:43:00+03:00;2025-01-29T21:04:00+03:00;40882.3;38225.38;7.3;7.3;11.0;13.0;25.9;1.2;0.0;1.2;0.0
Saint Kitts and Nevis;17.38;-62.75;2025-01-31;80;23.0;21.4;23.0;20.7;2025-01-31T09:42:00+03:00;2025-01-31T21:05:00+03:00;40972.81;38324.61;7.35;7.35;15.0;27.0;49.7;2.1;0.0;2.1;0.0
North Korea;40.35;127.5;2025-01-29;3;-9.3;-16.6;-17.9;-28.7;2025-01-29T10:41:00+03:00;2025-01-29T20:44:00+03:00;36128.16;30954.41;3.2;3.2;0.0;57.1;73.8;0.0;0.0;0.0;0.0
North Korea;40.35;127.5;2025-02-01;2;-3.9;-9.2;-8.4;-14.7;2025-02-01T10:39:00+03:00;2025-02-01T20:47:00+03:00;36509.93;33098.6;3.0;3.4;0.0;15.3;51.8;0.0;0.0;0.0;0.0
North Korea;40.35;127.5;2025-02-04;0;-11.0;-18.5;-16.4;-25.1;2025-02-04T10:36:00+03:00;2025-02-04T20:51:00+03:00;36911.67;33773.73;3.15;3.15;0.0;18.5;69.8;0.0;0.0;0.0;0.0
South Korea;35.9;127.75;2025-02-01;71;2.7;-0.8;-0.1;-5.0;2025-02-01T10:29:00+03:00;2025-02-01T20:55:00+03:00;37565.09;1303.86;1.65;3.9;12.0;10.6;40.7;3.1;0.3;0.0;1.75
South Korea;35.9;127.75;2025-02-03;45;0.0;-9.1;-2.2;-14.7;2025-02-03T10:27:00+03:00;2025-02-03T20:57:00+03:00;37789.61;25104.71;3.9;3.9;0.0;15.9;74.5;0.0;0.0;0.0;0.0
Kuwait;29.25;47.5;2025-01-29;2;19.2;8.5;14.8;5.4;2025-01-29T09:40:00+03:00;2025-01-29T20:25:00+03:00;38707.4;35683.6;4.8;4.8;0.0;19.4;29.9;0.0;0.0;0.0;0.0
Cayman Islands;19.5;-80.62;2025-01-31;3;26.6;25.9;29.5;25.4;2025-01-31T09:57:00+03:00;2025-01-31T21:14:00+03:00;40628.29;37427.98;6.95;6.95;2.0;39.0;53.6;0.2;0.0;0.2;0.0
Kazakhstan;48.0;66.88;2025-02-02;3;-2.5;-5.6;-6.1;-10.4;2025-02-02T11:58:00+03:00;2025-02-02T21:33:00+03:00;34491.81;2660.11;3.3;3.3;0.0;13.2;19.1;0.0;0.0;0.0;0.0
Laos;20.0;102.5;2025-01-30;3;23.0;12.6;22.3;11.9;2025-01-30T09:46:00+03:00;2025-01-30T21:00:00+03:00;40465.8;37497.48;6.75;6.75;0.0;16.9;38.9;0.0;0.0;0.0;0.0
Sri Lanka;7.88;80.75;2025-02-03;3;29.1;21.6;32.1;24.6;2025-02-03T09:26:00+03:00;2025-02-03T21:14:00+03:00;42498.53;39970.68;7.95;8.0;0.0;12.2;35.3;0.0;0.0;0.0;0.0
Liberia;6.38;-9.38;2025-01-29;80;32.2;23.3;36.9;28.4;2025-01-29T09:55:00+03:00;2025-01-29T21:45:00+03:00;42636.28;19138.45;8.4;8.4;2.0;11.0;25.6;0.3;0.0;0.3;0.0
Liberia;6.38;-9.38;2025-02-01;45;34.0;23.9;36.7;29.6;2025-02-01T09:55:00+03:00;2025-02-01T21:46:00+03:00;42683.71;29435.24;7.55;8.4;0.0;7.1;21.2;0.0;0.0;0.0;0.0
Liberia;6.38;-9.38;2025-02-02;45;33.0;23.6;35.8;29.1;2025-02-02T09:55:00+03:00;2025-02-02T21:46:00+03:00;42700.13;31941.52;7.95;8.45;0.0;9.0;20.2;0.0;0.0;0.0;0.0
Lesotho;-29.62;28.25;2025-01-31;3;26.1;12.0;23.4;11.0;2025-01-31T08:35:00+03:00;2025-01-31T22:05:00+03:00;48577.74;45643.12;9.15;10.1;1.0;30.0;60.8;0.1;0.0;0.1;0.0
Lesotho;-29.62;28.25;2025-02-02;3;26.9;11.4;22.8;7.7;2025-02-02T08:37:00+03:00;2025-02-02T22:03:00+03:00;48401.02;45572.36;10.05;10.05;0.0;28.8;55.4;0.0;0.0;0.0;0.0
Lesotho;-29.62;28.25;2025-02-03;3;27.0;9.8;23.0;7.8;2025-02-03T08:38:00+03:00;2025-02-03T22:03:00+03:00;48310.55;45535.78;9.7;9.7;0.0;29.2;54.0;0.0;0.0;0.0;0.0
Lithuania;55.17;23.89;2025-01-29;51;8.7;5.9;5.6;2.4;2025-01-29T11:20:00+03:00;2025-01-29T19:54:00+03:00;30817.44;0.0;0.85;1.25;1.0;20.9;34.2;0.1;0.1;0.0;0.0
Lithuania;55.17;23.89;2025-02-02;3;0.9;-1.4;-3.5;-5.3;2025-02-02T11:13:00+03:00;2025-02-02T20:02:00+03:00;31752.22;15153.49;1.05;1.65;0.0;15.5;34.2;0.0;0.0;0.0;0.0
Luxembourg;49.83;6.12;2025-01-29;55;6.1;3.7;2.0;0.1;2025-01-29T11:12:00+03:00;2025-01-29T20:25:00+03:00;33165.48;0.0;1.3;1.65;18.0;22.3;50.8;7.4;7.4;0.0;0.0
Luxembourg;49.83;6.12;2025-01-30;53;5.7;1.5;3.4;-1.8;2025-01-30T11:10:00+03:00;2025-01-30T20:26:00+03:00;33346.94;0.0;1.7;1.8;17.0;11.5;28.4;4.7;4.7;0.0;0.0
Luxembourg;49.83;6.12;2025-01-31;3;3.5;-2.1;0.9;-5.1;2025-01-31T11:09:00+03:00;2025-01-31T20:28:00+03:00;33531.79;28269.42;1.9;1.9;0.0;6.5;14.4;0.0;0.0;0.0;0.0
Luxembourg;49.83;6.12;2025-02-04;0;5.3;-5.3;2.6;-8.8;2025-02-04T11:03:00+03:00;2025-02-04T20:35:00+03:00;34299.84;24209.82;1.85;1.85;0.0;4.4;14.0;0.0;0.0;0.0;0.0
Latvia;56.88;24.6;2025-01-30;51;6.3;4.2;2.9;0.5;2025-01-30T11:23:00+03:00;2025-01-30T19:46:00+03:00;30155.22;0.0;0.15;1.05;7.0;23.4;44.6;0.9;0.9;0.0;0.0
Latvia;56.88;24.6;2025-01-31;51;5.7;2.4;2.7;-0.3;2025-01-31T11:21:00+03:00;2025-01-31T19:48:00+03:00;30406.67;0.0;0.75;1.15;9.0;11.2;24.8;0.9;0.9;0.0;0.0
Latvia;56.88;24.6;2025-02-02;71;1.8;-2.4;-3.2;-6.2;2025-02-02T11:17:00+03:00;2025-02-02T19:52:00+03:00;30920.32;0.0;1.05;1.2;9.0;19.3;28.4;3.6;2.25;0.0;0.95
Latvia;56.88;24.6;2025-02-04;71;-2.0;-4.0;-5.3;-8.1;2025-02-04T11:13:00+03:00;2025-02-04T19:57:00+03:00;31446.02;0.0;1.0;1.15;3.0;7.3;21.6;0.3;0.0;0.0;0.21
Morocco;31.81;-7.06;2025-02-03;2;16.5;2.2;13.6;-1.6;2025-02-03T11:19:00+03:00;2025-02-03T22:04:00+03:00;38654.31;35635.19;3.8;4.3;0.0;13.9;33.1;0.0;0.0;0.0;0.0
Monaco;43.76;7.42;2025-02-02;2;10.6;4.8;7.8;1.2;2025-02-02T10:45:00+03:00;2025-02-02T20:42:00+03:00;35797.71;32119.41;2.95;2.95;0.0;11.1;22.7;0.0;0.0;0.0;0.0
Moldova;47.44;28.38;2025-01-29;45;11.7;5.3;11.3;3.2;2025-01-29T10:36:00+03:00;2025-01-29T20:03:00+03:00;34025.36;24379.11;2.3;2.3;0.0;10.9;22.7;0.0;0.0;0.0;0.0
Moldova;47.44;28.38;2025-02-01;80;7.2;2.7;5.2;0.7;2025-02-01T10:32:00+03:00;2025-02-01T20:07:00+03:00;34528.95;0.0;0.3;2.2;6.0;11.3;21.6;0.6;0.0;0.3;0.0
Moldova;47.44;28.38;2025-02-04;71;0.6;-1.9;-4.4;-6.8;2025-02-04T10:28:00+03:00;2025-02-04T20:12:00+03:00;35056.76;25714.86;2.05;2.35;9.0;18.3;37.8;1.8;0.0;0.0;1.26
Montenegro;42.75;19.38;2025-01-29;63;14.4;8.6;12.3;6.3;2025-01-29T09:59:00+03:00;2025-01-29T19:51:00+03:00;35505.57;26671.74;2.05;2.8;7.0;9.8;31.0;12.0;11.6;0.5;0.0
Madagascar;-18.75;46.88;2025-01-31;45;27.2;17.7;28.2;20.1;2025-01-31T08:37:00+03:00;2025-01-31T21:33:00+03:00;46554.92;43200.0;7.9;10.15;0.0;19.8;35.6;0.0;0.0;0.0;0.0
Marshall Islands;7.12;171.12;2025-02-03;80;28.0;27.0;30.0;28.2;2025-02-03T09:54:00+03:00;2025-02-03T21:44:00+03:00;42600.81;40077.4;8.2;8.2;19.0;38.8;52.6;3.5;0.0;3.5;0.0
Macedonia [FYROM];41.62;21.75;2025-02-03;80;10.3;5.6;8.9;1.9;2025-02-03T09:42:00+03:00;2025-02-03T19:50:00+03:00;36506.95;2440.55;1.9;3.15;5.0;19.6;32.0;10.0;9.0;1.0;0.0
Mali;17.62;-4.0;2025-01-30;2;30.9;18.5;27.4;14.6;2025-01-30T09:48:00+03:00;2025-01-30T21:09:00+03:00;40878.36;38220.86;6.7;6.7;0.0;14.2;23.0;0.0;0.0;0.0;0.0
Myanmar [Burma];21.88;96.0;2025-01-29;2;29.3;18.0;28.9;18.3;2025-01-29T09:45:00+03:00;2025-01-29T20:53:00+03:00;40086.16;36596.95;6.4;6.4;0.0;9.6;19.8;0.0;0.0;0.0;0.0
Macau;22.25;113.5;2025-02-03;45;18.5;12.8;20.1;10.0;2025-02-03T10:03:00+03:00;2025-02-03T21:15:00+03:00;40318.93;18854.87;1.9;6.2;0.0;17.9;41.4;0.0;0.0;0.0;0.0
Martinique;14.62;-61.0;2025-01-31;80;27.6;23.6;29.3;25.4;2025-01-31T09:32:00+03:00;2025-01-31T21:02:00+03:00;41410.24;37043.49;7.65;7.65;8.0;25.5;58.0;1.3;0.0;1.3;0.0
Montserrat;16.75;-62.25;2025-02-03;2;24.1;22.7;24.9;22.4;2025-02-03T09:39:00+03:00;2025-02-03T21:06:00+03:00;41209.88;38601.93;7.25;7.25;3.0;28.4;41.4;0.3;0.0;0.3;0.0
Malta;35.94;14.38;2025-02-01;3;18.3;14.5;14.4;12.9;2025-02-01T10:02:00+03:00;2025-02-01T20:29:00+03:00;37593.71;34321.34;2.9;4.2;0.0;27.3;53.6;0.0;0.0;0.0;0.0
Malta;35.94;14.38;2025-02-02;80;16.5;12.3;15.3;9.6;2025-02-02T10:01:00+03:00;2025-02-02T20:30:00+03:00;37705.85;34357.2;3.8;4.15;10.0;24.4;48.2;3.8;0.0;3.8;0.0
Mauritius;-20.38;57.5;2025-01-30;95;26.7;20.8;30.1;24.1;2025-01-30T08:52:00+03:00;2025-01-30T21:54:00+03:00;46893.02;35611.82;7.3;9.9;9.0;11.5;28.1;4.7;0.0;4.7;0.0
Mauritius;-20.38;57.5;2025-02-02;95;25.0;22.5;27.2;25.5;2025-02-02T08:54:00+03:00;2025-02-02T21:52:00+03:00;46722.82;0.0;9.15;9.95;7.0;21.2;46.4;4.0;0.0;4.0;0.0
Mauritius;-20.38;57.5;2025-02-03;95;24.5;22.0;27.1;25.4;2025-02-03T08:54:00+03:00;2025-02-03T21:52:00+03:00;46664.17;0.0;9.4;9.4;20.0;20.1;47.9;31.1;2.1;29.3;0.0
Mauritius;-20.38;57.5;2025-02-04;3;26.4;22.4;28.8;24.7;2025-02-04T08:55:00+03:00;2025-02-04T21:52:00+03:00;46604.68;17045.99;8.0;9.35;0.0;19.0;44.6;0.0;0.0;0.0;0.0
Maldives;3.25;73.25;2025-02-01;3;27.9;27.2;32.5;31.0;2025-02-01T09:21:00+03:00;2025-02-01T21:20:00+03:00;43140.95;40581.16;8.95;9.0;9.0;20.0;26.6;2.4;0.0;2.4;0.0
Maldives;3.25;73.25;2025-02-02;80;27.8;26.9;33.5;31.5;2025-02-02T09:21:00+03:00;2025-02-02T21:20:00+03:00;43148.95;40671.87;8.6;9.0;15.0;15.5;21.2;2.4;0.0;2.4;0.0
Maldives;3.25;73.25;2025-02-03;80;28.4;27.5;32.6;31.3;2025-02-03T09:21:00+03:00;2025-02-03T21:20:00+03:00;43157.09;33867.13;8.35;8.7;9.0;20.5;27.4;1.2;0.0;1.2;0.0
Maldives;3.25;73.25;2025-02-04;80;28.4;27.2;32.1;29.3;2025-02-04T09:21:00+03:00;2025-02-04T21:20:00+03:00;43165.37;40680.41;8.35;8.75;3.0;27.6;36.0;0.6;0.0;0.6;0.0
Malawi;-13.25;34.25;2025-01-29;95;27.4;23.3;32.2;27.6;2025-01-29T08:35:00+03:00;2025-01-29T21:17:00+03:00;45716.8;19176.06;0.85;9.5;9.0;11.7;26.3;14.4;0.0;14.4;0.0
Malawi;-13.25;34.25;2025-02-02;3;31.7;22.0;38.1;25.7;2025-02-02T08:36:00+03:00;2025-02-02T21:16:00+03:00;45573.86;36778.83;4.1;9.55;3.0;8.4;19.1;1.8;0.0;1.8;0.0
Malawi;-13.25;34.25;2025-02-04;95;27.9;22.4;31.6;26.1;2025-02-04T08:37:00+03:00;2025-02-04T21:15:00+03:00;45498.73;10652.29;2.35;9.1;21.0;12.9;27.0;6.9;0.0;7.2;0.0
Mexico;23.62;-102.5;2025-02-03;3;21.9;6.9;21.2;5.4;2025-02-03T10:29:00+03:00;2025-02-03T21:38:00+03:00;40131.82;37355.85;6.65;6.65;0.0;12.8;20.2;0.0;0.0;0.0;0.0
Malaysia;4.25;102.0;2025-01-30;45;30.3;19.7;33.6;22.9;2025-01-30T10:27:00+03:00;2025-01-30T22:23:00+03:00;42971.87;37139.93;5.4;8.7;0.0;8.8;19.4;0.0;0.0;0.0;0.0
Namibia;-23.0;18.5;2025-02-01;3;38.4;23.8;37.6;21.7;2025-02-01T09:25:00+03:00;2025-02-01T22:33:00+03:00;47234.19;44496.2;10.15;10.2;0.0;14.8;25.9;0.0;0.0;0.0;0.0
New Caledonia;-20.88;165.62;2025-02-01;80;27.6;26.9;30.6;27.9;2025-02-01T08:40:00+03:00;2025-02-01T21:41:00+03:00;46883.7;44189.16;9.8;9.8;3.0;35.6;49.0;0.5;0.0;0.5;0.0
New Caledonia;-20.88;165.62;2025-02-04;3;27.0;26.5;29.3;27.2;2025-02-04T08:42:00+03:00;2025-02-04T21:40:00+03:00;46703.86;38030.41;1.6;9.45;3.0;30.4;41.4;0.3;0.0;0.3;0.0
Niger;17.62;8.12;2025-01-29;3;29.1;11.9;25.7;8.0;2025-01-29T10:00:00+03:00;2025-01-29T21:20:00+03:00;40831.16;38169.12;5.9;6.15;0.0;20.0;30.6;0.0;0.0;0.0;0.0
Niger;17.62;8.12;2025-01-30;3;28.5;17.0;24.1;12.7;2025-01-30T10:00:00+03:00;2025-01-30T21:21:00+03:00;40876.45;36776.48;5.95;6.2;0.0;23.9;37.8;0.0;0.0;0.0;0.0
Niger;17.62;8.12;2025-01-31;3;27.8;16.3;22.4;12.2;2025-01-31T09:59:00+03:00;2025-01-31T21:21:00+03:00;40922.69;38269.41;6.0;6.25;0.0;30.1;47.9;0.0;0.0;0.0;0.0
Norfolk Island;-29.0;168.0;2025-01-31;80;23.6;22.7;25.9;22.5;2025-01-31T09:17:00+03:00;2025-01-31T22:45:00+03:00;48484.87;43468.24;9.4;9.4;22.0;28.9;37.8;2.5;0.0;2.5;0.0
Nigeria;9.12;8.62;2025-01-29;3;34.9;21.1;34.7;18.8;2025-01-29T09:46:00+03:00;2025-01-29T21:30:00+03:00;42206.27;39105.89;7.25;7.25;0.0;11.9;22.7;0.0;0.0;0.0;0.0
Nigeria;9.12;8.62;2025-01-30;3;35.2;20.9;34.1;18.4;2025-01-30T09:46:00+03:00;2025-01-30T21:30:00+03:00;42228.79;39109.67;7.3;7.3;0.0;12.7;24.1;0.0;0.0;0.0;0.0
Nigeria;9.12;8.62;2025-02-01;2;36.1;19.5;34.5;17.8;2025-02-01T09:46:00+03:00;2025-02-01T21:31:00+03:00;42275.25;40060.1;7.4;7.4;0.0;15.4;29.2;0.0;0.0;0.0;0.0
Nigeria;9.12;8.62;2025-02-03;3;36.4;19.8;35.3;17.8;2025-02-03T09:46:00+03:00;2025-02-03T21:31:00+03:00;42323.41;40101.42;6.95;6.95;0.0;16.2;31.7;0.0;0.0;0.0;0.0
Nicaragua;13.0;-85.12;2025-01-31;80;26.7;22.2;30.5;25.8;2025-01-31T09:06:00+03:00;2025-01-31T20:41:00+03:00;41666.55;22003.19;7.65;7.85;21.0;13.0;42.5;9.5;0.0;9.5;0.0
Netherlands;52.13;5.28;2025-02-02;0;4.1;-4.0;1.3;-7.6;2025-02-02T11:17:00+03:00;2025-02-02T20:28:00+03:00;33053.97;9967.83;1.55;1.8;0.0;9.2;40.0;0.0;0.0;0.0;0.0
Nepal;28.25;84.12;2025-02-03;0;17.5;9.5;16.3;6.3;2025-02-03T09:54:00+03:00;2025-02-03T20:49:00+03:00;39299.3;36410.17;5.45;5.45;0.0;7.6;18.4;0.0;0.0;0.0;0.0
Nauru;-0.5;166.88;2025-01-31;3;27.9;27.3;32.1;30.0;2025-01-31T10:01:00+03:00;2025-01-31T22:09:00+03:00;43694.33;40317.07;9.2;9.2;6.0;26.0;34.6;0.6;0.0;0.6;0.0
Niue;-19.0;-169.88;2025-01-28;95;27.4;25.5;31.4;27.8;2025-01-28T09:03:00+03:00;2025-01-28T22:01:00+03:00;46720.64;7959.84;8.7;9.85;16.0;28.1;37.4;17.5;1.4;16.2;0.0
Niue;-19.0;-169.88;2025-01-29;80;27.0;26.0;29.2;27.1;2025-01-29T09:03:00+03:00;2025-01-29T22:01:00+03:00;46670.49;67.67;3.5;9.85;20.0;36.2;48.6;12.6;1.3;11.2;0.0
Niue;-19.0;-169.88;2025-02-01;80;28.4;27.7;34.4;31.9;2025-02-01T09:05:00+03:00;2025-02-01T22:00:00+03:00;46513.82;43072.01;9.85;9.85;19.0;15.3;20.9;2.2;0.0;2.2;0.0
New Zealand;-41.0;175.0;2025-01-29;61;17.7;15.4;17.5;12.1;2025-01-29T09:22:00+03:00;2025-01-29T23:43:00+03:00;51629.8;26354.19;7.5;8.6;4.0;29.1;60.5;0.5;0.2;0.3;0.0
New Zealand;-41.0;175.0;2025-01-31;63;19.5;14.8;20.4;14.6;2025-01-31T09:25:00+03:00;2025-01-31T23:41:00+03:00;51365.64;24704.2;3.3;8.4;7.0;12.4;29.5;10.5;10.2;0.4;0.0
Oman;21.5;55.88;2025-02-03;1;23.5;13.3;19.8;10.5;2025-02-03T09:53:00+03:00;2025-02-03T21:07:00+03:00;40450.97;37737.64;6.15;6.15;0.0;25.8;38.9;0.0;0.0;0.0;0.0
Panama;8.62;-80.75;2025-01-28;3;22.2;18.4;22.8;17.8;2025-01-28T09:43:00+03:00;2025-01-28T21:28:00+03:00;42269.11;35695.64;7.9;8.55;0.0;20.2;83.9;0.0;0.0;0.0;0.0
Panama;8.62;-80.75;2025-01-30;3;22.0;19.2;22.8;19.8;2025-01-30T09:43:00+03:00;2025-01-30T21:28:00+03:00;42311.32;23726.51;1.9;8.55;0.0;14.5;64.4;0.0;0.0;0.0;0.0
Panama;8.62;-80.75;2025-02-03;3;21.7;18.3;21.8;17.4;2025-02-03T09:43:00+03:00;2025-02-03T21:30:00+03:00;42400.93;34983.04;4.6;8.1;0.0;19.2;83.9;0.0;0.0;0.0;0.0
Papua New Guinea;-6.38;144.0;2025-02-04;95;21.2;14.4;22.9;15.0;2025-02-04T09:26:00+03:00;2025-02-04T21:48:00+03:00;44512.0;21095.92;8.4;9.7;14.0;9.0;33.5;26.5;3.4;23.1;0.0
Philippines;12.88;121.75;2025-01-31;80;26.9;25.9;31.8;29.2;2025-01-31T09:19:00+03:00;2025-01-31T20:53:00+03:00;41666.42;21741.83;7.85;7.85;12.0;15.0;25.6;1.8;0.0;1.8;0.0
Pitcairn Islands;-24.75;-127.5;2025-02-02;80;25.2;24.7;28.7;25.9;2025-02-02T09:08:00+03:00;2025-02-02T22:19:00+03:00;47448.68;43577.24;8.95;8.95;21.0;27.4;37.1;4.5;0.0;4.5;0.0
Puerto Rico;18.12;-66.5;2025-01-28;3;27.6;19.6;29.4;22.1;2025-01-28T09:59:00+03:00;2025-01-28T21:18:00+03:00;40710.75;38036.58;7.15;7.15;2.0;10.9;39.6;0.3;0.0;0.3;0.0
Puerto Rico;18.12;-66.5;2025-01-31;2;27.4;20.4;27.8;21.5;2025-01-31T09:58:00+03:00;2025-01-31T21:19:00+03:00;40851.39;37074.41;6.7;7.2;0.0;20.2;59.8;0.0;0.0;0.0;0.0
Palestinian Territories;31.94;35.25;2025-02-02;3;15.7;8.3;11.1;5.6;2025-02-02T09:31:00+03:00;2025-02-02T20:13:00+03:00;38528.86;35588.03;4.7;4.75;0.0;18.5;41.8;0.0;0.0;0.0;0.0
Palestinian Territories;31.94;35.25;2025-02-03;3;18.3;9.5;14.7;6.3;2025-02-03T09:30:00+03:00;2025-02-03T20:14:00+03:00;38626.1;30995.25;4.05;4.5;0.0;10.5;29.9;0.0;0.0;0.0;0.0
Portugal;39.38;-8.25;2025-01-29;95;13.8;8.4;10.4;4.7;2025-01-29T10:42:00+03:00;2025-01-29T20:49:00+03:00;36429.85;17052.04;3.25;3.25;10.0;24.8;59.4;11.6;4.3;7.4;0.0
Portugal;39.38;-8.25;2025-01-31;3;13.7;5.6;12.1;3.3;2025-01-31T10:40:00+03:00;2025-01-31T20:52:00+03:00;36674.58;32896.71;3.55;3.55;0.0;11.3;23.4;0.0;0.0;0.0;0.0
Palau;7.5;134.62;2025-01-31;3;29.3;27.8;32.1;28.7;2025-01-31T09:20:00+03:00;2025-01-31T21:08:00+03:00;42491.36;39236.1;8.25;8.5;6.0;32.4;50.8;0.6;0.0;0.6;0.0
Palau;7.5;134.62;2025-02-03;95;28.7;27.0;33.6;30.5;2025-02-03T09:20:00+03:00;2025-02-03T21:09:00+03:00;42549.36;38610.16;8.05;8.05;14.0;19.7;32.0;7.7;0.0;7.7;0.0
Palau;7.5;134.62;2025-02-04;95;27.2;26.1;32.3;30.4;2025-02-04T09:20:00+03:00;2025-02-04T21:10:00+03:00;42569.34;0.0;3.1;8.05;18.0;15.0;25.9;25.8;1.4;24.1;0.0
Qatar;25.38;51.12;2025-02-01;1;21.4;13.2;19.7;11.6;2025-02-01T09:18:00+03:00;2025-02-01T20:19:00+03:00;39666.31;37072.4;5.85;5.85;0.0;15.9;25.2;0.0;0.0;0.0;0.0
Qatar;25.38;51.12;2025-02-04;3;21.4;11.4;19.6;10.9;2025-02-04T09:16:00+03:00;2025-02-04T20:21:00+03:00;39886.22;37154.71;5.5;5.5;0.0;7.6;14.8;0.0;0.0;0.0;0.0
Réunion;-21.12;55.38;2025-01-31;45;22.2;17.4;25.2;17.2;2025-01-31T09:00:00+03:00;2025-01-31T22:03:00+03:00;46968.9;39886.32;9.8;10.2;3.0;5.7;22.3;0.4;0.0;0.4;0.0
Romania;46.0;24.94;2025-02-01;45;9.6;2.7;7.3;0.7;2025-02-01T10:42:00+03:00;2025-02-01T20:25:00+03:00;34982.36;22826.51;0.95;2.5;0.0;6.6;14.0;0.0;0.0;0.0;0.0
Serbia;44.0;21.0;2025-02-02;61;6.2;2.7;4.9;-0.8;2025-02-02T09:51:00+03:00;2025-02-02T19:47:00+03:00;35731.18;0.0;2.1;2.75;7.0;12.0;25.6;1.4;1.4;0.0;0.0
Serbia;44.0;21.0;2025-02-03;71;5.4;-0.5;3.4;-4.9;2025-02-03T09:50:00+03:00;2025-02-03T19:48:00+03:00;35885.62;0.0;2.7;2.8;18.0;18.1;35.6;3.9;2.5;0.0;0.98
Russia;61.5;105.38;2025-01-29;3;-35.4;-42.1;-40.1;-46.8;2025-01-29T11:28:00+03:00;2025-01-29T18:54:00+03:00;26787.11;18729.04;0.75;0.8;0.0;4.0;5.0;0.0;0.0;0.0;0.0
Russia;61.5;105.38;2025-01-31;3;-30.8;-33.9;-35.5;-38.6;2025-01-31T11:23:00+03:00;2025-01-31T19:00:00+03:00;27424.13;20347.28;0.8;0.8;0.0;6.4;7.6;0.0;0.0;0.0;0.0
Russia;61.5;105.38;2025-02-01;3;-32.7;-36.0;-37.4;-40.7;2025-02-01T11:20:00+03:00;2025-02-01T19:03:00+03:00;27748.72;20974.6;0.85;0.85;0.0;4.7;5.8;0.0;0.0;0.0;0.0
Russia;61.5;105.38;2025-02-02;3;-34.0;-36.2;-38.7;-41.1;2025-02-02T11:18:00+03:00;2025-02-02T19:06:00+03:00;28076.72;18576.63;0.85;0.85;0.0;5.2;6.1;0.0;0.0;0.0;0.0
Russia;61.5;105.38;2025-02-03;3;-31.0;-36.7;-36.1;-41.5;2025-02-03T11:15:00+03:00;2025-02-03T19:08:00+03:00;28407.72;21969.06;0.7;0.8;0.0;6.9;14.4;0.0;0.0;0.0;0.0
Solomon Islands;-9.62;160.25;2025-01-29;95;26.1;22.8;30.1;27.6;2025-01-29T09:15:00+03:00;2025-01-29T21:48:00+03:00;45136.22;411.85;7.05;9.8;14.0;11.7;29.9;8.4;0.0;8.4;0.0
Solomon Islands;-9.62;160.25;2025-01-30;95;28.8;23.1;33.2;27.9;2025-01-30T09:16:00+03:00;2025-01-30T21:48:00+03:00;45111.3;26320.44;3.8;9.8;7.0;14.7;34.6;11.8;0.0;11.8;0.0
Solomon Islands;-9.62;160.25;2025-02-01;80;27.7;22.5;32.1;26.1;2025-02-01T09:17:00+03:00;2025-02-01T21:47:00+03:00;45059.89;32575.84;9.05;9.85;12.0;12.9;32.8;5.1;0.0;5.1;0.0
